Gene Name	UniProt ID	Peptide Name	ENZYME ID
Cre01.g008891	A0A2K3E5A3	Cre01.g008891.t1.2	2.8.1.1
Cre01.g008891	A0A2K3E5A3	Cre01.g008891.t1.2	2.8.1.2
Cre01.g053350	A0A2K3E882	Cre01.g053350.t1.1	
Cre01.g023000	A0A2K3E696	Cre01.g023000.t1.1	
Cre01.g050850	A0A2K3E839	Cre01.g050850.t1.2	3.1.3.16
Cre01.g050850	A0A2K3E829	Cre01.g050850.t2.1	3.1.3.16
Cre01.g011376	A0A2K3E5F9	Cre01.g011376.t1.1	
Cre01.g017350	A0A2K3E5U1	Cre01.g017350.t1.1	
Cre01.g048750	A8HN88	Cre01.g048750.t1.2	
Cre01.g044750	A0A2K3E7N4	Cre01.g044750.t1.1	
Cre01.g002451	A0A2K3E4Y3	Cre01.g002451.t1.1	
Cre01.g001300	A0A2K3E4T5	Cre01.g001300.t1.1	
Cre01.g040250	A0A2K3E7C3	Cre01.g040250.t1.2	
Cre01.g024150	A8HQ14	Cre01.g024150.t1.2	
Cre01.g034700	A0A2K3E707	Cre01.g034700.t1.1	
Cre01.g048650	A0A2K3E7X0	Cre01.g048650.t1.1	2.7.11.1
Cre01.g024601	A0A2K3E6B0	Cre01.g024601.t1.1	
Cre01.g042300	A0A2K3E7I0	Cre01.g042300.t1.1	
Cre01.g051450	A8HNG7	Cre01.g051450.t1.1	
Cre01.g051450	A8HNG7	Cre01.g051450.t2.1	
Cre01.g021000	A0A2K3E616	Cre01.g021000.t1.1	
Cre01.g015350	A8HPJ2	Cre01.g015350.t1.1	1.3.1.33
Cre01.g010950	A0A2K3E5F0	Cre01.g010950.t1.1	
Cre01.g037200	A8HM88	Cre01.g037200.t1.2	
Cre01.g052250	Q84XR9	Cre01.g052250.t1.2	1.8.1.8
Cre01.g049400	A0A2K3E7Y1	Cre01.g049400.t1.2	
Cre01.g028850	A8HQC6	Cre01.g028850.t1.2	
Cre01.g030350	A0A2K3E6P2	Cre01.g030350.t1.1	
Cre01.g005543	A0A2K3E558	Cre01.g005543.t1.1	
Cre01.g042750	A0A2K3E7I5	Cre01.g042750.t1.2	4.2.1.3
Cre01.g041855	A0A2K3E7G1	Cre01.g041855.t1.2	3.4.24.56
Cre01.g028350	A8HQB3	Cre01.g028350.t1.1	3.4.21.107
Cre01.g010000	Q9FXT7	Cre01.g010000.t1.2	2.7.11.24
Cre01.g050050	A0A2K3E803	Cre01.g050050.t1.2	2.1.1.2
Cre01.g043000	A0A2K3E7K7	Cre01.g043000.t1.1	2.1.1.192
Cre01.g067282	A0A2K3E8I7	Cre01.g067282.t1.1	
Cre01.g011100	A0A2K3E5J2	Cre01.g011100.t1.2	5.4.99.8
Cre01.g011100	A0A2K3E5E9	Cre01.g011100.t2.1	5.4.99.8
Cre01.g038450	A0A2K3E788	Cre01.g038450.t1.2	
Cre01.g071297	A0A2K3E8J1	Cre01.g071297.t1.1	
Cre01.g051350	A0A2K3E824	Cre01.g051350.t1.1	
Cre01.g005001	A8JFZ3	Cre01.g005001.t1.1	
Cre01.g040650	A0A2K3E7C2	Cre01.g040650.t1.1	
Cre01.g040650	A0A2K3E7D8	Cre01.g040650.t2.1	
Cre01.g040650	A0A2K3E7D8	Cre01.g040650.t3.1	
Cre01.g016350	A0A2K3E5V5	Cre01.g016350.t1.1	
Cre01.g009700	A0A2K3E5C0	Cre01.g009700.t1.1	3.1.3.16
Cre01.g000600	A0A2K3E4M5	Cre01.g000600.t1.2	
Cre01.g046502	A0A2K3E7T3	Cre01.g046502.t1.1	
Cre01.g017100	A0A2K3E5X6	Cre01.g017100.t1.1	
Cre01.g010816	A0A2K3E5I1	Cre01.g010816.t1.1	
Cre01.g044350	A0A2K3E7M6	Cre01.g044350.t1.1	
Cre01.g022681	A0A2K3E6C9	Cre01.g022681.t1.1	
Cre01.g022681	A0A2K3E686	Cre01.g022681.t2.1	
Cre01.g002650	A0A2K3E4T0	Cre01.g002650.t1.2	
Cre01.g021500	A0A2K3E635	Cre01.g021500.t1.1	
Cre01.g033400	A8HQS2	Cre01.g033400.t1.2	
Cre01.g021150	A0A2K3E624	Cre01.g021150.t1.1	2.1.1.35
Cre01.g021150	A0A2K3E621	Cre01.g021150.t2.1	2.1.1.35
Cre01.g008200	A0A2K3E582	Cre01.g008200.t1.1	
Cre01.g003516	A0A2K3E4X7	Cre01.g003516.t1.1	
Cre01.g015050	A0A2K3E5P2	Cre01.g015050.t1.1	
Cre01.g001664	A0A2K3E4Q8	Cre01.g001664.t1.1	
Cre01.g054400	A0A2K3E897	Cre01.g054400.t1.1	
Cre01.g040400	A8HMI0	Cre01.g040400.t1.2	
Cre01.g046652	A0A2K3E7P6	Cre01.g046652.t1.1	6.1.1.1
Cre01.g020850	A0A2K3E618	Cre01.g020850.t1.1	4.6.1.2
Cre01.g009350	A0A2K3E5A5	Cre01.g009350.t1.2	3.5.3.12
Cre01.g025750	A0A2K3E6D8	Cre01.g025750.t1.1	
Cre01.g051482	A0A2K3E832	Cre01.g051482.t1.1	
Cre01.g007450	A0A2K3E563	Cre01.g007450.t1.1	
Cre01.g044800	A0A2K3E7P1	Cre01.g044800.t1.2	2.3.1.54
Cre01.g029150	Q09JZ4	Cre01.g029150.t1.2	
Cre01.g029150	A0A2K3E6M4	Cre01.g029150.t1.2	
Cre01.g031300	A0A2K3E6V5	Cre01.g031300.t1.1	2.7.11.1
Cre01.g018400	A0A2K3E5X1	Cre01.g018400.t1.1	2.7.1.159
Cre01.g055350	A0A2K3E8C1	Cre01.g055350.t1.2	
Cre01.g006100	A8JFX3	Cre01.g006100.t1.2	1.14.14.1
Cre01.g020751	A0A2K3E611	Cre01.g020751.t1.2	
Cre01.g034325	A0A2K3E6Y3	Cre01.g034325.t1.1	
Cre01.g045100	A8HMY3	Cre01.g045100.t1.2	
Cre01.g023787	A0A2K3E6A7	Cre01.g023787.t1.1	
Cre01.g001650	A0A2K3E4Q6	Cre01.g001650.t1.2	
Cre01.g033450	A0A2K3E6W1	Cre01.g033450.t1.2	
Cre01.g026900	A0A2K3E6F5	Cre01.g026900.t1.2	1.14.13.9
Cre01.g026900	A0A2K3E6F5	Cre01.g026900.t2.1	1.14.13.9
Cre01.g052601	A0A2K3E859	Cre01.g052601.t1.1	1.13.11.27
Cre01.g068742	A0A2K3E8H6	Cre01.g068742.t1.1	
Cre01.g025551	A0A2K3E6I7	Cre01.g025551.t1.1	
Cre01.g038750	A0A2K3E783	Cre01.g038750.t1.2	
Cre01.g018350	A0A2K3E5W8	Cre01.g018350.t1.2	
Cre01.g044700	A0A2K3E7M3	Cre01.g044700.t1.2	2.5.1.18
Cre01.g031600	A0A2K3E6T2	Cre01.g031600.t1.2	
Cre01.g011850	A0A2K3E5G8	Cre01.g011850.t2.1	2.7.12.1
Cre01.g011850	A0A2K3E5G8	Cre01.g011850.t1.1	2.7.12.1
Cre01.g032850	A0A2K3E6X3	Cre01.g032850.t1.1	2.7.11.1
Cre01.g013250	A0A2K3E5K6	Cre01.g013250.t1.1	
Cre01.g036300	A0A2K3E721	Cre01.g036300.t1.1	3.4.19.12
Cre01.g055453	A0A2K3E8D8	Cre01.g055453.t1.1	2.2.1.6
Cre01.g062537	A0A2K3E8G6	Cre01.g062537.t1.1	
Cre01.g015600	A0A2K3E5R0	Cre01.g015600.t1.1	
Cre01.g011550	A0A2K3E5I7	Cre01.g011550.t1.1	
Cre01.g032100	A0A2K3E6X7	Cre01.g032100.t1.1	
Cre01.g049650	A0A2K3E7Y4	Cre01.g049650.t1.1	3.6.4.4
Cre01.g054150	A0A2K3E888	Cre01.g054150.t1.2	1.8.1.9
Cre01.g013801	A0A2K3E5Q7	Cre01.g013801.t1.2	5.5.1.24
Cre01.g030650	A0A2K3E6N9	Cre01.g030650.t1.2	4.1.99.3
Cre01.g035100	A0A2K3E717	Cre01.g035100.t1.2	5.4.99.18
Cre01.g006614	A0A2K3E577	Cre01.g006614.t1.1	2.7.7.49
Cre01.g013400	A0A2K3E5L1	Cre01.g013400.t1.1	
Cre01.g041583	A0A2K3E7F8	Cre01.g041583.t1.1	
Cre01.g041583	A0A2K3E7F2	Cre01.g041583.t2.1	
Cre01.g018075	A0A2K3E5Y9	Cre01.g018075.t1.1	
Cre01.g059252	A0A2K3E8F8	Cre01.g059252.t1.1	
Cre01.g004050	A0A2K3E4X5	Cre01.g004050.t1.2	
Cre01.g037550	A0A2K3E756	Cre01.g037550.t1.1	3.2.1.82
Cre01.g026750	A0A2K3E6E1	Cre01.g026750.t1.1	
Cre01.g051750	A0A2K3E840	Cre01.g051750.t1.1	
Cre01.g051750	A0A2K3E840	Cre01.g051750.t2.1	
Cre01.g061442	A8JCS9	Cre01.g061442.t1.1	
Cre01.g019500	A0A2K3E620	Cre01.g019500.t1.2	
Cre01.g008650	A0A2K3E591	Cre01.g008650.t1.1	2.7.11.22
Cre01.g008650	A0A2K3E591	Cre01.g008650.t1.1	2.7.11.23
Cre01.g047001	A0A2K3E7V5	Cre01.g047001.t1.1	
Cre01.g017050	A0A2K3E5T9	Cre01.g017050.t1.2	
Cre01.g005250	A0A2K3E504	Cre01.g005250.t1.2	
Cre01.g002550	A0A2K3E4T2	Cre01.g002550.t1.1	2.7.11.12
Cre01.g023773	A0A2K3E684	Cre01.g023773.t1.2	
Cre01.g017650	A0A2K3E5X9	Cre01.g017650.t1.2	
Cre01.g017650	A0A2K3E5X9	Cre01.g017650.t2.1	
Cre01.g053900	A0A2K3E892	Cre01.g053900.t1.1	3.5.1.52
Cre01.g019051	A0A2K3E5X4	Cre01.g019051.t1.1	
Cre01.g026300	A0A2K3E6G1	Cre01.g026300.t1.2	
Cre01.g023850	A0A2K3E6A0	Cre01.g023850.t1.1	
Cre01.g039800	A0A2K3E7C7	Cre01.g039800.t1.1	
Cre01.g032500	A0A2K3E6U4	Cre01.g032500.t1.2	
Cre01.g045601	A0A2K3E7P9	Cre01.g045601.t1.2	
Cre01.g047750	A8HN50	Cre01.g047750.t1.2	
Cre01.g034900	A0A2K3E6Z9	Cre01.g034900.t1.2	2.7.11.17
Cre01.g039150	A0A2K3E791	Cre01.g039150.t1.2	
Cre01.g029750	A0A2K3E6L7	Cre01.g029750.t1.1	2.7.4.3
Cre01.g029750	A0A2K3E6L7	Cre01.g029750.t1.1	2.7.4.6
Cre01.g012300	A0A2K3E5P3	Cre01.g012300.t1.1	
Cre01.g035600	A0A2K3E727	Cre01.g035600.t1.1	
Cre01.g005813	A0A2K3E526	Cre01.g005813.t1.2	
Cre01.g024750	A0A2K3E6C5	Cre01.g024750.t1.1	2.7.11.1
Cre01.g003826	A0A2K3E522	Cre01.g003826.t1.1	
Cre01.g052950	A0A2K3E868	Cre01.g052950.t1.1	6.5.1.1
Cre01.g013650	A0A2K3E5S6	Cre01.g013650.t1.1	
Cre01.g020100	A0A2K3E5Z7	Cre01.g020100.t1.1	
Cre01.g047050	A8HN28	Cre01.g047050.t1.2	
Cre01.g025050	A0A2K3E6H8	Cre01.g025050.t1.2	
Cre01.g003550	A0A2K3E4W2	Cre01.g003550.t1.1	
Cre01.g003600		Cre01.g003600.t1.2	
Cre01.g020305	A0A2K3E626	Cre01.g020305.t1.1	
Cre01.g044050	A0A2K3E7P0	Cre01.g044050.t1.2	
Cre01.g003850	A0A2K3E4W6	Cre01.g003850.t1.1	1.14.14.1
Cre29.g757797	A0A2K3CMY3	Cre29.g757797.t1.1	
Cre29.g757947	A0A2K3CMY6	Cre29.g757947.t1.1	
Cre29.g757897	A0A2K3CMY9	Cre29.g757897.t1.1	2.3.1.39
Cre29.g757847	A0A2K3CMZ7	Cre29.g757847.t1.1	
Cre10.g427900	A0A2K3D9N4	Cre10.g427900.t1.1	4.6.1.1
Cre10.g466050	A0A2K3DC86	Cre10.g466050.t1.2	
Cre10.g466050	A0A2K3DC95	Cre10.g466050.t2.1	
Cre10.g419250	A0A2K3D923	Cre10.g419250.t1.2	
Cre10.g455500	A8I0F0	Cre10.g455500.t1.2	
Cre10.g443850	A0A2K3DAN9	Cre10.g443850.t1.1	3.4.21.102
Cre10.g438783	A0A2K3DAC6	Cre10.g438783.t1.1	2.7.11.1
Cre10.g438783	A0A2K3DAD3	Cre10.g438783.t2.1	2.7.11.1
Cre10.g434750	A8IAT4	Cre10.g434750.t1.2	1.1.1.86
Cre10.g425400	A0A2K3D9H5	Cre10.g425400.t1.2	
Cre10.g444044	A0A2K3DAP3	Cre10.g444044.t1.1	2.7.7.49
Cre10.g434300	A0A2K3DA27	Cre10.g434300.t1.1	
Cre10.g433650	A0A2K3DA13	Cre10.g433650.t1.1	2.1.1.178
Cre10.g421079	A0A2K3D967	Cre10.g421079.t1.2	
Cre10.g428525	A0A2K3D9P0	Cre10.g428525.t1.1	
Cre10.g441350	A0A2K3DAJ6	Cre10.g441350.t1.1	
Cre10.g441350	A0A2K3DAI7	Cre10.g441350.t2.1	
Cre10.g465600	A0A2K3DC74	Cre10.g465600.t1.2	
Cre10.g423600	A0A2K3D9D5	Cre10.g423600.t1.1	
Cre10.g426292	A0A2K3D9J3	Cre10.g426292.t1.1	2.7.1.40
Cre10.g443650	A0A2K3DAN0	Cre10.g443650.t1.1	
Cre10.g462350	A0A2K3DC05	Cre10.g462350.t1.1	2.7.11.25
Cre10.g427350	A0A2K3D9K6	Cre10.g427350.t1.1	
Cre10.g419150	A0A2K3D916	Cre10.g419150.t1.1	
Cre10.g453850	A0A2K3DBC4	Cre10.g453850.t1.2	
Cre10.g422250	A0A2K3D998	Cre10.g422250.t1.1	
Cre10.g451450	A0A2K3DB68	Cre10.g451450.t1.1	2.7.12.1
Cre10.g461874	A0A2K3DBY4	Cre10.g461874.t1.1	
Cre10.g453800	A0A2K3DBD0	Cre10.g453800.t1.1	
Cre10.g422700	A0A2K3D9A8	Cre10.g422700.t1.2	
Cre10.g426850	A0A2K3D9J6	Cre10.g426850.t1.1	
Cre10.g464450	A0A2K3DC47	Cre10.g464450.t1.1	
Cre10.g424400	A8ICB3	Cre10.g424400.t1.2	3.4.25.1
Cre10.g444950	A0A2K3DAQ9	Cre10.g444950.t1.2	
Cre10.g450650	A0A2K3DB56	Cre10.g450650.t1.2	
Cre10.g454700	A0A2K3DBF1	Cre10.g454700.t1.2	
Cre10.g426350	A8IC34	Cre10.g426350.t1.1	5.2.1.14
Cre10.g426350	A8IC34	Cre10.g426350.t3.1	5.2.1.14
Cre10.g426350	A0A2K3D9I4	Cre10.g426350.t2.1	5.2.1.14
Cre10.g436650	A0A2K3DA87	Cre10.g436650.t1.1	3.6.4.13
Cre10.g458500	A0A2K3DBP3	Cre10.g458500.t1.2	2.7.2.4
Cre10.g458500	A0A2K3DBP3	Cre10.g458500.t1.2	1.1.1.3
Cre10.g445000	D2K6F1	Cre10.g445000.t1.2	
Cre10.g445000	A0A2K3DAS1	Cre10.g445000.t1.2	
Cre10.g445000	D2K6F1	Cre10.g445000.t2.1	
Cre10.g445000	A0A2K3DAS1	Cre10.g445000.t2.1	
Cre10.g454450	A0A2K3DBF3	Cre10.g454450.t1.1	3.1.3.16
Cre10.g454450	A0A2K3DBF2	Cre10.g454450.t2.1	3.1.3.16
Cre10.g441700	A0A2K3DAJ9	Cre10.g441700.t1.1	
Cre10.g419350	A0A2K3D920	Cre10.g419350.t1.1	
Cre10.g433550	A0A2K3DA15	Cre10.g433550.t1.1	6.5.1.1
Cre10.g456150	A8I0H8	Cre10.g456150.t1.2	
Cre10.g458600	A0A2K3DBQ1	Cre10.g458600.t1.1	
Cre10.g427896	A0A2K3D9M2	Cre10.g427896.t1.2	
Cre10.g450000	A0A2K3DB34	Cre10.g450000.t1.2	2.7.11.1
Cre10.g459450	A0A2K3DBR5	Cre10.g459450.t1.2	3.4.21.62
Cre10.g447300	A8HZC5	Cre10.g447300.t1.2	
Cre10.g428734	A0A2K3D9P7	Cre10.g428734.t1.1	
Cre10.g417650	A0A2K3D8X1	Cre10.g417650.t1.1	2.1.1.207
Cre10.g449020	A0A2K3DB14	Cre10.g449020.t1.1	2.6.1.7
Cre10.g449020	A0A2K3DB13	Cre10.g449020.t2.1	2.6.1.7
Cre10.g433800	A0A2K3DA14	Cre10.g433800.t1.2	
Cre10.g461100	A8I167	Cre10.g461100.t1.1	
Cre10.g422650	A0A2K3D9B4	Cre10.g422650.t1.1	
Cre10.g431650	A0A2K3D9W9	Cre10.g431650.t1.2	2.7.1.23
Cre10.g431650	A0A2K3D9W9	Cre10.g431650.t1.2	2.7.1.86
Cre10.g428650	A0A2K3D9N8	Cre10.g428650.t1.2	2.7.11.17
Cre10.g451800	A0A2K3DB78	Cre10.g451800.t1.2	
Cre10.g451400	A0A2K3DB71	Cre10.g451400.t1.1	2.10.1.1
Cre10.g451400	A0A2K3DB71	Cre10.g451400.t1.1	2.7.7.75
Cre10.g443900	A0A2K3DAP5	Cre10.g443900.t1.1	
Cre10.g465026	A0A2K3DC52	Cre10.g465026.t1.1	
Cre10.g428000	A0A2K3D9M8	Cre10.g428000.t1.1	
Cre10.g418100	A8ID63	Cre10.g418100.t1.1	3.4.25.1
Cre10.g445177	A0A2K3DAS3	Cre10.g445177.t1.1	
Cre10.g445177	A0A2K3DAS3	Cre10.g445177.t2.1	
Cre10.g465850	A0A2K3DC93	Cre10.g465850.t1.2	
Cre10.g440300	A0A2K3DAG5	Cre10.g440300.t1.1	
Cre10.g446550	A8HZ87	Cre10.g446550.t1.2	
Cre10.g430700	A0A2K3D9U8	Cre10.g430700.t1.1	
Cre10.g435650	A0A2K3DA60	Cre10.g435650.t1.1	
Cre10.g432200	A8IB56	Cre10.g432200.t1.2	
Cre10.g425650	A0A2K3D9G9	Cre10.g425650.t1.2	
Cre10.g445251	A0A2K3DAT1	Cre10.g445251.t1.1	
Cre10.g443500	A0A2K3DAN8	Cre10.g443500.t1.2	
Cre10.g449100	A8HZM9	Cre10.g449100.t1.2	
Cre10.g455750	A0A2K3DBH9	Cre10.g455750.t1.1	2.7.11.17
Cre10.g427550	A8IBZ0	Cre10.g427550.t1.1	
Cre10.g461950	A8I1A7	Cre10.g461950.t1.2	3.4.25.1
Cre10.g427500	A0A2K3D9M5	Cre10.g427500.t1.2	1.14.13.134
Cre10.g465101		Cre10.g465101.t1.1	
Cre10.g463350	A8I1E4	Cre10.g463350.t1.2	2.7.11.18
Cre10.g453250	A0A2K3DBB9	Cre10.g453250.t1.2	
Cre10.g466450	A0A2K3DC97	Cre10.g466450.t1.1	
Cre10.g446900	A0A2K3DAW8	Cre10.g446900.t1.2	
Cre10.g456350	A0A2K3DBK4	Cre10.g456350.t1.2	3.6.4.4
Cre10.g439700	A8IIL8	Cre10.g439700.t1.2	
Cre10.g459050	A0A2K3DBS0	Cre10.g459050.t1.1	3.4.21.83
Cre10.g432301	A0A2K3D9Y7	Cre10.g432301.t1.1	
Cre10.g419850	A0A2K3D928	Cre10.g419850.t1.2	
Cre10.g442050	A0A2K3DAK9	Cre10.g442050.t1.1	2.7.11.1
Cre10.g427000	A0A2K3D9L4	Cre10.g427000.t1.2	
Cre10.g453450	A8I074	Cre10.g453450.t1.2	
Cre10.g418000	A0A2K3D8X9	Cre10.g418000.t1.2	
Cre10.g427050	A0A2K3D9L0	Cre10.g427050.t1.2	
Cre10.g428800	A0A2K3D9P5	Cre10.g428800.t1.2	
Cre10.g435100	A0A2K3DA48	Cre10.g435100.t1.2	
Cre10.g439250	A0A2K3DAE2	Cre10.g439250.t1.2	
Cre10.g441850	A0A2K3DAK0	Cre10.g441850.t1.1	
Cre10.g441850	A0A2K3DAK3	Cre10.g441850.t2.1	
Cre10.g437650	A0A2K3DAA7	Cre10.g437650.t1.1	
Cre10.g455400	A0A2K3DBG5	Cre10.g455400.t1.2	2.1.1.223
Cre10.g450100	A0A2K3DB39	Cre10.g450100.t1.1	
Cre10.g458626	A0A2K3DBQ0	Cre10.g458626.t1.1	
Cre10.g431000	A0A2K3D9V5	Cre10.g431000.t1.1	
Cre10.g457900	A0A2K3DBP1	Cre10.g457900.t1.2	
Cre10.g424500	A0A2K3D9E8	Cre10.g424500.t1.2	2.7.1.15
Cre10.g433100	A0A2K3DA02	Cre10.g433100.t1.2	
Cre10.g465450	A0A2K3DC67	Cre10.g465450.t1.2	2.8.2.20
Cre10.g442300	A0A2K3DAL5	Cre10.g442300.t1.2	
Cre10.g442300	A0A2K3DAL5	Cre10.g442300.t2.1	
Cre10.g420950	A0A2K3D964	Cre10.g420950.t1.2	
Cre10.g417900	A0A2K3D8Y6	Cre10.g417900.t1.2	
Cre10.g448051	A0A2K3DAZ8	Cre10.g448051.t1.1	
Cre10.g435850	A0A2K3DA63	Cre10.g435850.t1.2	
Cre10.g420400	A0A2K3D946	Cre10.g420400.t1.1	
Cre10.g437400	A0A2K3DA97	Cre10.g437400.t1.2	2.7.11.18
Cre10.g418626	A0A2K3D901	Cre10.g418626.t1.1	
Cre10.g459226	A0A2K3DBR3	Cre10.g459226.t1.1	
Cre10.g430400	A8IBG1	Cre10.g430400.t1.2	
Cre10.g464650	A8I1J7	Cre10.g464650.t1.2	
Cre10.g442700	A8II71	Cre10.g442700.t1.2	3.6.4.12
Cre10.g451100	A0A2K3DB73	Cre10.g451100.t1.1	3.1.1.3
Cre10.g462950	A8I1D3	Cre10.g462950.t1.2	
Cre10.g423300	A0A2K3D9C0	Cre10.g423300.t1.1	3.4.22.40
Cre10.g449300	A0A2K3DB31	Cre10.g449300.t1.1	
Cre10.g452850	A0A2K3DBB0	Cre10.g452850.t1.1	
Cre10.g456650	A0A2K3DBL6	Cre10.g456650.t1.1	1.4.3.4
Cre10.g449750	A0A2K3DB37	Cre10.g449750.t1.1	
Cre10.g440900	A0A2K3DAH0	Cre10.g440900.t1.2	
Cre10.g432900	A0A2K3D9Z5	Cre10.g432900.t1.2	1.1.1.2
Cre10.g431950	A0A2K3D9X3	Cre10.g431950.t1.2	2.7.12.1
Cre10.g421150	A0A2K3D969	Cre10.g421150.t1.1	2.4.2.26
Cre10.g441250	A8IID5	Cre10.g441250.t1.2	
Cre10.g466650	A8I1S7	Cre10.g466650.t1.2	
Cre10.g440650	A0A2K3DAH6	Cre10.g440650.t1.1	3.4.24.71
Cre10.g427950	A0A2K3D9N1	Cre10.g427950.t1.1	4.6.1.1
Cre10.g462300	A0A2K3DBZ6	Cre10.g462300.t1.1	
Cre10.g449650	A0A2K3DB42	Cre10.g449650.t1.1	
Cre10.g440400	A8III7	Cre10.g440400.t1.2	
Cre10.g437700	A0A2K3DAA2	Cre10.g437700.t1.2	
Cre10.g437700	A0A2K3DAA4	Cre10.g437700.t2.1	
Cre10.g437700	A0A2K3DAB1	Cre10.g437700.t3.1	
Cre10.g434650	A8IAT7	Cre10.g434650.t1.1	
Cre10.g451300	A0A2K3DB72	Cre10.g451300.t1.1	3.6.4.12
Cre10.g448350	A0A2K3DB00	Cre10.g448350.t1.1	
Cre10.g425550	A0A2K3D9H1	Cre10.g425550.t1.1	
Cre10.g438450	A0A2K3DAB5	Cre10.g438450.t1.1	
Cre10.g444150	A8IHZ7	Cre10.g444150.t1.1	
Cre10.g431750	A0A2K3D9X0	Cre10.g431750.t1.1	
Cre10.g427150	A8IC04	Cre10.g427150.t1.2	
Cre10.g457050	A0A2K3DBM2	Cre10.g457050.t1.1	2.7.11.1
Cre10.g430350	A0A2K3D9T9	Cre10.g430350.t1.2	
Cre10.g422750	A0A2K3D9A7	Cre10.g422750.t1.1	
Cre10.g421250	A0A2K3D974	Cre10.g421250.t1.2	
Cre10.g456420	A0A2K3DBJ9	Cre10.g456420.t1.1	
Cre10.g456420	A0A2K3DBJ2	Cre10.g456420.t2.1	
Cre10.g466000	A0A2K3DC94	Cre10.g466000.t1.2	1.9.3.1
Cre10.g426950	A0A2K3D9L1	Cre10.g426950.t1.2	1.14.13.126
Cre10.g428600	A0A2K3D9Q0	Cre10.g428600.t1.1	
Cre10.g445100	A0A2K3DAS2	Cre10.g445100.t1.1	
Cre10.g426200	A0A2K3D9H6	Cre10.g426200.t1.1	
Cre10.g450254	A0A2K3DB53	Cre10.g450254.t1.2	
Cre10.g446850	A0A2K3DAW9	Cre10.g446850.t1.1	
Cre10.g446450	A0A2K3DAV8	Cre10.g446450.t1.2	
Cre10.g436150	A8IGG2	Cre10.g436150.t1.1	2.7.1.24
Cre10.g464325	A0A2K3DC53	Cre10.g464325.t1.1	
Cre10.g459950	A0A2K3DBT8	Cre10.g459950.t1.1	
Cre10.g459950	A0A2K3DBT6	Cre10.g459950.t2.1	
Cre10.g431850	A0A2K3D9X6	Cre10.g431850.t1.2	
Cre10.g421750	A8ICM7	Cre10.g421750.t1.1	
Cre10.g421750	A0A2K3D987	Cre10.g421750.t2.1	
Cre10.g426632	A0A2K3D9J8	Cre10.g426632.t1.1	
Cre10.g454550	A8I0B6	Cre10.g454550.t2.1	
Cre10.g454550	A8I0B6	Cre10.g454550.t1.2	
Cre10.g450600	A0A2K3DB50	Cre10.g450600.t1.1	
Cre10.g417450	A0A2K3D8W5	Cre10.g417450.t1.1	
Cre10.g462250	A0A2K3DBZ4	Cre10.g462250.t1.2	
Cre10.g459350	A0A2K3DBR7	Cre10.g459350.t1.1	
Cre10.g452650	A8I032	Cre10.g452650.t1.2	
Cre10.g455300	A8I0E2	Cre10.g455300.t1.2	
Cre10.g452300	A0A2K3DB89	Cre10.g452300.t1.2	2.1.1.62
Cre10.g437100	A8IGB6	Cre10.g437100.t1.1	
Cre10.g454025	A0A2K3DBE1	Cre10.g454025.t1.1	
Cre10.g454025	A0A2K3DBE3	Cre10.g454025.t2.1	
Cre10.g454025	A0A2K3DBD4	Cre10.g454025.t3.1	
Cre10.g430626	A0A2K3D9U3	Cre10.g430626.t1.1	
Cre10.g445153	A0A2K3DAT2	Cre10.g445153.t1.1	
Cre10.g442600	A0A2K3DAL8	Cre10.g442600.t1.2	
Cre10.g442600	A8II76	Cre10.g442600.t2.1	
Cre10.g442900	A0A2K3DAM6	Cre10.g442900.t1.1	
Cre10.g449950	A0A2K3DB43	Cre10.g449950.t1.2	
Cre10.g445226	A0A2K3DAT0	Cre10.g445226.t1.1	2.7.7.49
Cre10.g430900	A0A2K3D9V2	Cre10.g430900.t1.1	
Cre10.g435550	A8IGJ8	Cre10.g435550.t1.2	1.14.99.29
Cre10.g418500	A0A2K3D906	Cre10.g418500.t1.1	
Cre10.g418500	A0A2K3D903	Cre10.g418500.t2.1	
Cre10.g461850	A0A2K3DBX5	Cre10.g461850.t1.1	
Cre10.g465793	A0A2K3DC92	Cre10.g465793.t1.1	
Cre10.g467200	A0A2K3DCC3	Cre10.g467200.t1.1	2.7.11.1
Cre10.g459550	A0A2K3DBT1	Cre10.g459550.t1.1	
Cre10.g462650	A0A2K3DBZ1	Cre10.g462650.t1.2	
Cre10.g421021	A0A2K3D962	Cre10.g421021.t1.2	
Cre10.g446700	A0A2K3DAW4	Cre10.g446700.t1.2	2.3.1.225
Cre10.g447450	A0A2K3DAY0	Cre10.g447450.t1.2	
Cre10.g439850	A8IIL1	Cre10.g439850.t1.2	
Cre10.g420250	A0A2K3D941	Cre10.g420250.t1.1	
Cre10.g448850	A0A2K3DB06	Cre10.g448850.t1.2	3.4.22.54
Cre10.g436500	A8IGE2	Cre10.g436500.t1.2	3.1.3.5
Cre10.g456440	A0A2K3DBJ8	Cre10.g456440.t2.1	
Cre10.g456440	A0A2K3DBJ8	Cre10.g456440.t1.2	
Cre10.g463100	A0A2K3DC14	Cre10.g463100.t1.2	
Cre10.g454951	A0A2K3DBF8	Cre10.g454951.t1.1	
Cre10.g447400	A0A2K3DAY2	Cre10.g447400.t1.2	
Cre10.g430250	A0A2K3D9U0	Cre10.g430250.t1.2	2.4.2.41
Cre10.g460250	A0A2K3DBU1	Cre10.g460250.t1.2	
